,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,GenusSpecies
50194,MTD5275,Natronorubrum bangense,log Growth Rate,-0.6288159999999999,log(h-1),0.00014812,s^-1,48.9867,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50195,MTD5275,Natronorubrum bangense,log Growth Rate,-0.594378,log(h-1),0.00015331,s^-1,47.0801,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50196,MTD5275,Natronorubrum bangense,log Growth Rate,-0.5825020000000001,log(h-1),0.00015514,s^-1,45.0411,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50197,MTD5275,Natronorubrum bangense,log Growth Rate,-0.581963,log(h-1),0.00015522,s^-1,43.1332,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50198,MTD5275,Natronorubrum bangense,log Growth Rate,-0.649147,log(h-1),0.00014514,s^-1,40.9596,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50199,MTD5275,Natronorubrum bangense,log Growth Rate,-0.772903,log(h-1),0.00012824,s^-1,39.047,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50200,MTD5275,Natronorubrum bangense,log Growth Rate,-0.868373,log(h-1),0.00011657,s^-1,37.0038,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50201,MTD5275,Natronorubrum bangense,log Growth Rate,-0.941263,log(h-1),0.00010837,s^-1,35.0274,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50202,MTD5275,Natronorubrum bangense,log Growth Rate,-1.0198,log(h-1),0.00010019,s^-1,33.0507,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50203,MTD5275,Natronorubrum bangense,log Growth Rate,-1.13783,log(h-1),8.9e-05,s^-1,30.8751,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50204,MTD5275,Natronorubrum bangense,log Growth Rate,-1.21076,log(h-1),8.28e-05,s^-1,29.0302,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50205,MTD5275,Natronorubrum bangense,log Growth Rate,-1.36277,log(h-1),7.11e-05,s^-1,27.1165,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50206,MTD5275,Natronorubrum bangense,log Growth Rate,-1.526,log(h-1),6.04e-05,s^-1,24.9392,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
50207,MTD5275,Natronorubrum bangense,log Growth Rate,-1.67235,log(h-1),5.22e-05,s^-1,23.0257,Celsius,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,bangense,,,Natronorubrum bangense
